"ID Ocorrencia","Data","Hora","Logradouro","Bairro","Natureza","Coordenadas","F1P","F2P","F3P","F4P","F5P","F6P","F7P","F8P","C1P","C2P","C3P","C4P","C5P","C6P","C7P","C8P","C9P","C10P"
"130090","2013-10-12","17:58","avenida presidente ernesto geisel proximo a avenida jorge chaia","centro","colisão frontal",,"10",,,,,,,,,"9",,,,,,,,
"130091","2013-10-22","08:16","rua alfredo nobel n?","vila nasser","atropelamento",,,,,,,"10",,,,,,,,,,,,
"130092","2013-11-03","15:44","rua mae minininha do cantois defronte ao n. ","loteamento tarcila do amaral","atropelamento",,"10",,,,,,,,,,,,,,,,,"9"
"130093","2013-11-06","18:15","avenida felix pacheco 0","nucleo habitacional universitarias","choque",,"10",,,,,,,,,"9",,,,,,,,
"130094","2013-11-09","17:50","rua dos topografos    ","jardim canguru","colisão transversal",,"9",,,,,,,,,,,,,,,,"10",
"130095","2013-11-09","20:40","rua arquiteto vilanova artigas    ","conjunto aero rancho","colisão transversal",,,,,,,,,,,,,,,,,,"10",
"130096","2013-11-13","07:36","avenida vereador thirson de almeida defronte ao parque ecologico a","conjunto aero rancho","colisão frontal",,"10",,,,,,,,,"8",,,,,,,"9",
"130097","2013-11-11","19:40","rua ana luiza de souza rua  padre damiao","universitario","colisão frontal",,,,,,,,,,,,,,,,"10",,,
"130098","2013-11-16","20:35","avenida gury marques apos o n. ","universitario","choque",,"10",,,,,,,,,"9",,,,,,,,
"130099","2013-11-17","23:40","avenida mascarenhas de moraes    ","monte castelo","colisão transversal",,,,,,,,,,,"9",,,,,"10",,,
"130100","2013-11-18","07:40","avenida doutor paulo machado  oposto","santa fe","atropelamento",,,,,,,"10",,,,,,"9",,,,,,
"130101","2013-11-11","15:40","rua antonio de morais ribeiro    ","vila nasser","colisão transversal",,,,,,,,,,,,,,,,,,,
"130102","2013-11-28","19:55","avenida nasri siufi    ","sao jorge da lagoa","colisão transversal",,,,,,,,,,,,,,"10",,,,,
"130103","2013-11-30","04:18","avenida duque de caxias apos a rua lobivar de matos","amambai","choque",,"10",,,,,,,,,,,,,,,,,
"130104","2013-12-13","19:45","rua antonio soares proximo a rua maria das dores","conjunto aero rancho","atropelamento",,,,"9",,,,,,,,,,,,,,,
"130105","2013-12-15","04:20","avenida consul assaf trad defronte o n? ","jardim campo alto","choque",,"10",,,,,,,,,,,,,,,,,
"130106","2013-12-06","22:34","rua vinte e seis de agosto    ","amambai","colisão transversal",,"10",,,,,,,,"9",,,,,,,,,
"130107","2013-12-23","10:40","rua jacinto maximo gomes apos a rua serra do divisor","jd. talisma","atropelamento",,,,,,,"10",,,,,,,,,,,,
"130108","2013-12-28","06:12","avenida ricardo brandao  oposto","centro","colisão frontal",,"9","10",,,,,,,,,,,,,,,,
"130109","2013-12-28","19:50","rua takeshi higuchi.    ","residencial vida nova i","atropelamento",,,,,,,,,,,,,,"10",,,,,
"130110","2013-12-30","20:45","rua para ","portal caioba","queda",,,,"10",,,,,,,,,,,,,,,
"130111","2013-12-19","12:45","rua avelino dos reis    ","jardim parati","colisão transversal",,,,,,,,,,,,,,"10",,,,,
"130112","2013-10-26","11:58","rua  de agosto    ","centro",,,,,,,,,,,,,,,,"10",,,,
"140001","2014-01-01","03:47","avenida duque de caxias defronte ao aeroporto","amambai","choque",,"10","9",,,,,,,,,,,,,,,,
"140002","2013-12-29","00:15","avenida julio de castilho n?","vila planalto","choque",,"10",,,,,,,,,,,,,,,,,
"140003","2014-01-07","20:30","avenida duque de caxias 0","amambai","colisão transversal",,"10",,,,,,,,,,,,,,,,,"9"
"140004","2014-01-12","10:23","rua lucia dos santos proximo a rua jandi","parque do lageado","colisão frontal",,"9","10",,,,,,,,"7","8",,,,,,,
"140005","2014-01-29","17:50","rua quincas vieira 0","vila aimore","colisão frontal",,"9","10",,,,,,,,"8",,,,,,,,
"140006","2014-01-27","07:30","avenida manoel da costa lima ","vila piratininga","colisão transversal",,,,"10",,,,,,,,,,,,,,,
"140007","2014-02-03","10:20","rua marines souza gomes residencial dahma (fundos)","jardim samambaia","colisão transversal",,"10",,"9",,,,,,,,,,,,,,,
"140008","2014-02-15","12:26","rua salsa parrilha defronte ao parque soter","caranda bosque","choque",,"10",,,,,,,,,"9",,,,,,,,
"140009","2014-02-15","16:50","avenida guaicurus ","universitario","colisão lateral",,"9",,,,,,,,,,,,,,"10",,,
"140010","2014-02-16","19:54","avenida prefeito heraclito diniz de figueiredo ","jd. seminario","colisão frontal",,"9","10",,,,,,,,,,,,,,,,
"140011","2014-02-22","05:55","avenida afonso pena    ","chacara cachoeira","choque",,"10",,,,,,,,,"9",,,,,,,,
"140012","2014-02-23","06:40","avenida gunter hans. proximo n? 00","jardim tijuca","choque",,"10",,,,,,,,,"9",,,,,,,,
"140013","2014-02-23","21:11","avenida tres barras com rua jose marcos da fonseca","vila vilas boas","colisão frontal",,,"10",,,,,,,,"8",,,,"9",,,,
"140014","2014-02-27","20:00","avenida ministro joao arinos proximo a rua mimoso","tiradentes","choque",,,,,,,,,,,,,,,,,,,
"140015","2014-02-01","19:00","avenida ernesto geisel ","centro","queda",,,"10",,,,,,,,"9",,,,,,,,
"140016","2014-02-22","02:35","avenida fernando correa da costa ","centro","atropelamento",,"10",,,,,,,,,,,,,,,,,
"140017","2014-02-28","02:12","avenida thirson de almeida proximo a rua arquiteto vilano","conjunto aero rancho","choque",,"10",,,,,,,,,"9",,,,,,,,
"140018","2014-03-01","15:30","avenida guaicurus ","jd colibri","queda",,,,,,,,,,,,,,,,,,,
"140019","2014-03-12","13:22","rua do piano ","guanandi ii","colisão transversal",,,,,,,,,,,"9",,,"10",,,,,
"140020","2014-03-14","06:30","rua sertaozinho proximo da rua hipodromo","vila ipiranga","atropelamento",,,,,,,,,,,,,,,,,,,
"140021","2014-03-16","10:14","rua dom aquino ","centro","atropelamento",,,,,,,,,,,"10",,,,,,,,
"140022","2014-03-15","22:20","rua ceara acesso av afonso pena","centro","colisão transversal",,,"9",,,,,,,,,"10",,,,,,,
"140023","2014-03-24","13:38","avenida tamandare apos a rua jumas","sao francisco","choque",,,,,,,,,,,,,,,,,,,
"140024","2014-03-27","22:05","avenida cezar augusto teles proximo a chacara do hsbc","vila popular","colisão frontal",,,,"10",,,,,,,,,,,,,,,
"140025","2014-03-28","14:19","avenida das bandeiras n?","vila carvalho","colisão frontal",,,,,,,,,,,,,,,"9",,"10",,
"140026","2014-03-30","03:22","rua dos tupinambas proximo ao n. 0","jardim ima","outra",,,,"9",,,,,,,,,,,"10",,,,
"140027","2014-03-31","17:40","rua carlos drumond de andrade ","conjunto aero rancho","colisão transversal",,,,,,,,,,,,,,"10",,,,,
"140028","2014-04-08","16:00","rua praia grande ","jardim sao conrado","colisão transversal",,,,"9",,,,,,,,,,,,,,"10",
"140029","2014-04-11","15:43","avenida gabriel spipe calarge ","parati","queda",,"10",,,,,,,,,"9",,,,,,,,
"140030","2014-04-13","15:43","rua coronel manoel cecilio ","jardim sao bento","colisão transversal",,,"10","8",,,,,,,,,,"9",,,,,
"140031","2014-04-16","17:45","avenida florestal proximo a rua abiurena","coophatrabalho","atropelamento",,,,"9",,,,,,,,,,,,,,,
"140032","2014-04-18","04:30","avenida vereador thirson de almeida /","conjunto aero rancho","choque",,"10",,,,,,,,,,,,,,,,,
"140033","2014-04-18","05:03","rua bento goncalves com rua doutor meireles","coronel antonino","choque",,"10",,,,,,,,,,,,,,,,,
"140034","2014-04-29","16:00","rua treze de maio ","centro","colisão transversal",,,,,,,,,,,,,,"10",,,,,
"140035","2014-04-26","16:50","avenida eduardo elias zahran defronte o n? , proximo a r","vila antonio vendas","colisão lateral",,,,,,,,,,,,,"10",,"9",,,,
"140036","2014-04-21","09:40","avenida gury marques defronte ao numero ","vila olinda","atropelamento",,"10",,,,,,,,,,,,,,,,,
"140037","2014-05-02","04:40","rua pedro celestino ","centro","choque",,"10",,,,,,,,,"8","9",,,,,,,
"140038","2014-05-10","03:31","rua ludio martins coelho ",,"choque",,"10","9",,,,,,,,,"8",,,,,,,
"140039","2014-05-09","17:00","rua dom fernandes sardinha proximo a rua francisco manoel","jardim los angeles","colisão frontal",,,,,,,,,,,,,,,,,,,
"140040","2014-05-16","18:50","avenida afonso pena 0-shopping-em frente","centro","choque",,"10",,,,,,,,,,,"9",,,,,,
"140041","2014-05-17","18:10","rua piraputanga ","jardim noroeste","queda",,,,,,,"10",,,,"8",,,,"9",,,,
"140042","2014-05-17","03:37","rua barra mansa ","guanandi",,,,"10",,,,,,,,,,,,,,,,
"140043","2014-05-23","15:20","avenida redentor alca de acesso ao viaduto enge","cidade jardim","colisão transversal",,,,,,,"8",,,,"8",,,,"10",,"9",,
"140044","2014-02-09","19:20","avenida marques de pombal ","bairro tiradentes","colisão transversal",,,,,,,,,,,"9",,,"10",,,,,
"140045","2014-02-13","09:20","rua cibele ","portal caioba","colisão transversal",,,,,,,,,,,"9",,,"10",,,,,
"140046","2014-02-18","08:30","avenida .jose barbosa rodrigues ","bosque das araras","colisão frontal",,,,,,,,,,"10",,,,,,,,,
"140047","2014-01-14","09:45","rua silveira martins n?","vila alba","choque",,,"10",,,,,,,,,,,,,,,,
"140048","2014-06-01","22:45","rua manduba ","jd montevideo","colisão transversal",,"9",,,,,,,,,,,,"10",,,,,
"140049","2014-06-03","18:15","avenida gury marques ","vila olinda","colisão lateral",,"10",,,,,,,,,,,,,,,,,
"140050","2014-06-05","20:36","avenida gury marques altura da rua manoel garcia de","vila olinda","choque",,"10",,,,,,,,,,,,,,,,,
"140051","2014-06-07","21:20","avenida mascarenhas de moraes rua do seminario","monte castelo","colisão transversal",,,,,,,,,,,,"10",,,,,,,
"140052","2014-06-11","19:26","rua sertaozinho n. proximo rua beneditinos","vila ipiranga","atropelamento",,"10",,,,,,,,,,,,,,,,,
"140053","2014-06-18","17:45","rua engenheiro roberto mange 0","vila taquarussu","atropelamento",,,,,,,,,,,"10",,,,,,,,
"140054","2014-06-21","19:17","rua dos arquipelagos defronte ao n. ","coophavila ii","choque",,"9","10",,,,,,,,"8",,,,,,,,
"140055","2014-06-17","16:50","avenida julio de castilho ","vila palmira","colisão transversal",,"9",,,,,,,,"10","8",,,,,,,,
"140056","2014-06-23","10:48","avenida afonso pena ","amambai","colisão transversal",,"9",,,,,,,,,,,,"10",,,,,
"140057","2014-06-24","22:34","rua leao zardo    ","jardim sao conrado","colisão transversal",,,,,,,,,,,,,,"10",,,,,
"140058","2014-05-28","04:20","rua quincas vieira defronte do n? ","vila aimore","choque",,"9","10",,,,,,,,"8",,,,,,,,
"140059","2014-07-01","07:12","avenida presidente ernesto geisel proximo a rua maracaju","centro","choque",,,,,,,,,,,,,,,"10",,,,
"140060","2014-07-04","15:20","rua gabriel del pino proximo avenida rita vieira de","bairro villas boas","choque",,,,,,,,,,,"9",,,,,,,,
"140061","2014-07-09","00:10","avenida cel antonino ","mata do jacinto","atropelamento",,,"10",,,,,,,,,,,,,,,,
"140062","2014-07-10","23:40","avenida presidente tancredo neves ","conjunto aero rancho","colisão frontal",,,"10",,,,,,,,,,,,,,,"9",
"140063","2014-07-13","17:00","avenida pres ernesto geisel    ","jd nhanha","choque",,"10",,,,,,"9",,,,,,,,,,,
"140063","2014-07-13","17:00","avenida pres ernesto geisel    ","jd nhanha","choque",,,,,,,,,,,,,,,,,,,
"140064","2014-07-20","16:00","avenida presidente ernesto geisel    ","centro","colisão traseira",,"9",,,,,,,,,,,"10",,,,,,
"140065","2014-07-20","19:51","rua catigua defronte ao n. 0","jardim canguru","choque",,"10",,,,,,,,,,,,,,,,,
"140066","2014-07-27","05:10","avenida guaicurus defronte do n? ","jd itamaraca","choque",,"10",,"9",,,"8",,,,,,,,,,,,
"140067","2014-07-06","02:40","avenida duque de caxias proximo a avenida wilson paes","amambai","queda",,"10",,,,,,,,,"9",,,,,,,,
"140068","2014-08-20","07:33","rua antonio rahe    ","loteamento soter","colisão transversal",,,,,,,,,,,,,,,,,"10",,
"140069","2014-08-30","18:30","rua lucia dos santos ","parque do lageado","atropelamento",,"9","10",,,,,,,,,,"8",,,,,,
"140070","2014-09-05","19:00","avenida amaro castro lima ","vila nova campo grande","colisão frontal",,"10","9",,,,,,,,,"8",,,,,,,
"140071","2014-09-14","07:00","avenida nelly martins    ","jardim autonomista","colisão transversal",,,"10",,,,,,,,,,,"9",,,,,
"140072","2014-09-15","05:35","avenida presidente ernesto geisel proximo a rua: do touro em fre","centro","colisão frontal",,,,,,,,,,,,,,,"10",,,,
"140073","2014-09-20","02:05","avenida das bandeiras    ","jardim joquei club","colisão transversal",,,,,,,,,,"9",,"8",,,,"10",,,
"140074","2014-09-28","21:00","avenida nasri siufi proximo a rua dos recifes","sao jorge da lagoa","colisão frontal",,,,"9",,,,,,,,"10",,,,,,,
"140075","2014-08-09",,"avenida dos cafezais    ",,"colisão",,,,,,,,,,,,,,,,,,,
"140076","2014-04-18","18:16","avenida manoel da costa lima defronte o ? grupamento do co","vila ipiranga","atropelamento",,,,,,,,,,,,,,,,,,,
"140077","2014-04-21","16:00","rua pedro celestino    ","centro","colisão transversal",,,,,,,,,,,,,,"10",,,,,
"140078","2014-05-19","10:55","avenida bandeirantes    ","amambai","colisão transversal",,,,,,,,,,,,,,"10",,,,,
"140079","2014-05-11","08:35","rua marajoara  ",,,,,,,,,,,,,,,,,,,,,
"140080","2014-10-04","18:00","avenida nasri siufi proximo ao anel viario","sao jorge da lagoa","queda",,,"10",,,,,,,,"9",,,,,,,,
"140081","2014-10-04","19:20","avenida prefeito heraclito diniz de figueiredo proximo a rua  aracari","jd. seminario","colisão frontal",,,,,,,,,,,,"9",,,"10",,,,
"140082","2014-10-11","03:59","avenida julio de castilho defronte ao n. ","bairro santo antonio","choque",,"10","9",,,,,,,,"8",,,,,,,,
"140083","2014-10-18","18:35","avenida paes barreto    ","nucleo habitacional universitarias","colisão transversal",,"9",,,,,,,,,"8",,,"10",,,,,
"140084","2014-10-25","19:30","avenida ministro joao arinos defronte a rua mimosa","tiradentes","colisão traseira",,,,,,,,,,,"9",,,,"10",,,,
"140085","2014-11-03","11:10","rua monte azul    ","vila marli","colisão transversal",,"10",,"9",,,,,,,"8",,,,,,,,
"140086","2014-11-16","06:40","rua gaspar de lemos    ","universitario","colisão transversal",,"10",,,,,,,,,,,,"9",,,,,
"140087","2014-11-20","11:00","avenida gabriel spipe calarge continuacao da rua hicaro kami","parati","colisão transversal",,"10",,,,,,,,,,,,"9",,,,,
"140088","2014-11-26","19:13","rua vicentina coelho neto    ","vivendas do parque","queda",,,,,,,,,,,,,"10",,,,,,
"140089","2014-11-30","18:42","avenida rita vieira de andrade rotatoria","jd mansur","choque",,"10",,"9",,,,,,,,,,,,,,,
"140090","2014-11-28","13:40","rua luis pereira    ","universitario","colisão transversal",,"9",,,,,,,,,,,,"10",,,,,
"140091","2014-12-06","07:11","rua visconde de cairu    ","jd monumento","colisão transversal",,"9","10",,,,,,,,"7",,,"8",,,,,
"140092","2014-12-07","17:19","rua potiguaras defronte ao n? .","jardim leblon","atropelamento",,,,,,,,,,,,,"10",,,,,,
"140093","2014-12-07","20:22","rua piraputanga defronte ao n? 0.","jardim noroeste","choque",,,,,,,,,,,"10",,,,,,,,
"140094","2014-12-13","21:58","avenida gunter hans. apos avenida  artquiteto alvar","jardim tijuca","atropelamento",,"10",,,,,,,,,"9",,,,,,,,
"140095","2014-12-14","21:05","rua catigua    ","jardim canguru","atropelamento",,,"10",,,,,,,,,,,,,,,,
"140096","2014-12-16","18:15","avenida senador antonio mendes canale 0m da rotatoria da av. filin","vila pioneira","choque",,"10",,,,,,,,,,,,,,,,,
"140097","2014-12-31","22:50","avenida .jose barbosa rodrigues proximo a rua pres. delfin mor","bosque das araras","choque",,"10",,,,,,,,,"9",,,,,,,,
"140098","2014-12-11","03:11","avenida dos poetas    ","parque dos poderes","choque",,,,,,,,,,,,,,,,,,,
"140099","2014-12-13","05:30","avenida avenida     ","nova campo grande","queda",,,,,,,,,,,"10",,,,,,,,
"140100","2014-07-18","17:43","rua rui barbosa apos a rua xv de novembro","centro","atropelamento",,"10",,,,,,,,,,,"9",,,,,,
"140101","2014-08-07","09:44","rua copaiba    ","vila moreninha iii","colisão transversal",,,,,,,,,,,"9",,"10",,,,,,
"140102","2014-09-03","12:45","rua aladim defronte o n? ","conjunto residencial estrela do sul","colisão transversal",,,,,,,,,,,,,"10",,,,,,
"140103","2014-09-06","11:37","avenida thirson de almeida    ","conjunto aero rancho","colisão transversal",,,,,,,,,,,,,,"10",,,,,
"140104","2014-09-21","15:30","avenida marques de pombal com rua san martin","tiradentes","queda",,,,,,,,,,,,,,,,,,,
"140105","2014-07-07","16:20","avenida rachid neder proximo ao n. ","bairro monte castelo","colisão transversal",,,,,,,,,,,,,"10",,,,,,
"140106","2014-11-08","04:54","avenida afonso pena 0 numeral oposto","centro","choque",,,,,,,,,,,"10",,,,,,,,
"140107","2014-10-12","03:54","rua praia grande proximo ao n? ","jardim sao conrado","colisão frontal",,,"10",,,,,,,,"9",,,,,,,,
"140108","2014-10-07","16:25","rua sete de setembro defronte ao n? ","centro","choque",,,,,,,,,,,"9",,,,,,,,
"140109","2014-12-31","20:56","avenida ministro joao arinos proximo av. centaurea","tiradentes","colisão frontal",,"10",,,,,,,,,,,,,"9",,,,
"140110","2014-10-18","14:09","rua conde de pinhal    ","jardim colibri","atropelamento",,,"10",,,,,,,,,"9",,,,,,,
"140111","2014-10-25","21:00","rua lucia dos santos    ","parque lageado","choque",,,,,,,,,,,,,,,,,,,
"150001","2015-02-22","19:30","avenida guaicurus proximo a rua romulo cappi","universitario","atropelamento",,,,,,,,,,,,,,,,,,,
"150002","2015-03-13","18:20","avenida guaicurus    ","universitario","colisão transversal",,,,,,,,,,,"9",,,,,"10",,,
"150003","2015-01-03","12:41","avenida nasri siufi proximo n.? ","sao jorge da lagoa","choque",,"10",,"9",,,,,,,"8",,,,,,,,
"150004","2015-01-06","16:18","rua rio da prata    ","jardim tijuca","colisão transversal",,,,,,,,,,,,,,,,,,,
"150005","2015-01-18","16:27","avenida presidente ernesto geisel entre r.  de agosto e av. fe","centro","choque",,"9",,"8",,,,,,,,,,,,,,,"10"
"150006","2015-01-19","15:45","avenida .jose barbosa rodrigues proximo a av. dom antonio barb","bosque das araras","choque",,"10",,,,,,,,,,,,,,,,,
"150007","2015-01-21","09:46","rua treze de maio ","centro","atropelamento",,,,,,,,,,,,,,,,,,,
"150008","2015-02-02","09:42","rua gabriel del pino proximo rua rita vieira de and","bairro villas boas","choque",,,,,,,,,,,,,,,,,,,
"150009","2015-02-10","04:30","avenida mato grosso    ","centro","colisão transversal",,,,,,,,,,"10",,,,,,,,,
"150010","2015-02-04","14:15","rua engenheiro edno machado n? 0","jardim santa emilia","colisão transversal",,"10",,,,,,,,,,,,,,"9",,,
"150011","2015-02-16","05:20","rua alexandre fleming    ","vila bandeirante","colisão transversal",,,,,,,,,,,,,,"10",,,,,
"150012","2015-02-18","19:38","avenida duque de caxias com avenida pref. ludio martin","santo antonio","colisão transversal",,"9",,,,,,,,,"8",,,"10",,,,,
"150013","2015-03-14","23:06","avenida joao de paula ribeiro defronte ao n? 00","jardim presidente","choque",,"10",,,,,,,,,,,"9",,,,,,
"150014","2015-03-06","12:45","rua jose antonio    ","centro","colisão transversal",,,,,,,"9",,,,,,,"10",,,,,
"150015","2015-04-12","20:57","avenida general alberto carlos mendonca lima    ","jardim sao conrado","choque",,"9",,,,,,,,"10",,,,,,,,,
"150016","2015-04-18","04:15","avenida tres barras    ","lagoa dourada","choque",,"10",,,,,,,,,,,,,,,,,
"150017","2015-04-18","18:30","avenida afonso pena apos a rua joao rosa pires (as","amambai","atropelamento",,,,,,,,,,,,,"9",,,,,,
"150018","2015-04-19","04:38","rua doutor dolor ferreira de andrade ","monte castelo","choque",,"10",,,,,,,,,,,,,,,,,
"150019","2015-05-15","17:58","rua brilhante em frente ao numero 0","viila  bandeirantes","atropelamento",,"10",,,,,,,,,,,,,,,,,
"150020","2015-05-17","03:48","rua tupa    ","vila piratininga","colisão transversal",,,,,,,,,,,"10",,,,,,,,
"150021","2015-05-23","04:29","avenida dom antonio barbosa. proximo a rua doutor miguel vi","nossa senhora das gracas","choque",,"10",,,,,,,,,,,,,,,,,
"150022","2015-05-29","17:17","rua cristovao lechuga luengo    ","loteamento soter","colisão transversal",,,,,,,,,,,"9",,,"10",,,,,
"150023","2015-05-30","04:00","avenida afonso pena    ","centro","colisão transversal",,"10",,,,,,"9",,"8","7",,,,,,,,
"150023","2015-05-30","04:00","avenida afonso pena    ","centro","colisão transversal",,,,,,,,,,,,,,,,,,,
"150024","2015-05-30","23:32","avenida manoel da costa lima    ","vila ipiranga","atropelamento",,,,,,,,"10",,,,,,,,,,,
"150025","2015-01-10","03:40","avenida dos cafezais    ",,"choque",,,,,,,,,,,,,,,,,,,
"150026","2015-02-07","22:51","avenida costa melo defronte ao n? 0.","jardim aero rancho","colisão frontal",,,,,,,,,,,,,,,,,,,
"150027","2015-03-20","00:10","avenida desembargador leao neto do carmo    ","parque dos poderes","queda",,,,,,,,,,,,,,,,,,,
"150028","2015-06-05","17:45","rua itapora    ","sao j. da lagoa","colisão transversal",,"10",,,,,,,,,"8",,,"9",,,,,
"150029","2015-06-08","05:19","avenida professor heraclito diniz de figueiredo proximo bairro estrela do sul",,"colisão frontal",,"9","10",,,,,,,,,,"8",,,,,,
"150030","2015-06-01","15:49","avenida presidente ernesto geisel    ","jardim jacy","colisão traseira",,"10",,,,,,,,,,,,,,,,,
"150031","2015-06-23","19:33","rua monsenhor sarrion em frente ao numero 0","jardim aero rancho","colisão frontal",,"9",,,,,,,,,,,,,,"10",,,
"150032","2015-06-23","11:30","avenida gunter hans. ","jardim tijuca","atropelamento",,"10",,,,,,,,,,,"9",,,,,,
"150033","2015-07-02","17:30","rua pedro balduino da silva ","coophasul","colisão lateral",,"10",,,,,,,,,,,,,,,,,
"150034","2015-07-04","22:30","rua dinamarca 0","jardim batistao","colisão traseira",,"10",,,,,"7",,,,"8",,,,"9",,,,
"150035","2015-07-03","18:00","avenida fabio zahran ","vila progresso","atropelamento",,,,,,,,,,,,,,,,,,,
"150036","2015-07-05","23:31","avenida dos cafezais 0 (oposto) em frente o merc","jardim paulo coelho machado","choque",,"10",,,,,,,,,,,,,,,,,
"150037","2015-06-27","16:00","rua portuguesa apos n? ","vila albuquerque","queda",,,,,,,,,,,,,,,,,,,
"150038","2015-07-12","18:20","rua spipe calarge    ","vila morumbi","colisão frontal",,"9",,,,,,,,,,,,,,"10",,,
"150039","2015-07-13","08:00","avenida nasri siufi proximo a rua verde louro","sao jorge da lagoa","colisão transversal",,"9",,,,,,,,,,,"10",,,,,,
"150040","2015-07-16","17:00","avenida fernando correa da costa ","centro","atropelamento",,,,,,,"9",,,,"10",,,,,,,,
"150040","2015-07-16","17:00","avenida fernando correa da costa ","centro","atropelamento",,,,,,,,,,,,,,,,,,,
"150041","2015-07-16","22:20","avenida presidente vargas proximo ao numeral 00","santa carmelia","choque",,"10",,,,,,,,,,,,,,,,,
"150042","2015-07-20","05:41","rua doutor euler de azevedo em frente ao numero  lado o","vila nossa senhora das gracas","atropelamento",,,,,,,,,,,"10",,,,,,,,
"150043","2015-08-02","20:00","rua europa    ","vila jacy","queda",,,"9",,,,,,,,,,,,,,,,"10"
"150044","2015-08-02","17:54","rua camila proximo a rua alitalia (quadra","vila danubio azul","choque",,"10",,,,,,,,,,,,,,,,,
"150045","2015-07-28","20:10","avenida ezequiel ferreira lima    ","guanandi ii","colisão transversal",,,,,,,,,,,,,,,,"10",,,
"150046","2015-08-18","20:17","avenida duque de caxias    ","vila eliane","atropelamento",,,,,,,,,,,,,,,,,,,
"150047","2015-08-13","11:48","rua pinhao    ","parque dos novos estados","colisão transversal",,"9",,,,,,,,,"8",,,"10",,,,,
"150048","2015-08-13","16:30","avenida prefeito ludio martins coelho    ",,"colisão transversal",,"9",,,,,,,,,,,"10",,,,,,
"150049","2015-04-07","11:30","avenida prefeito ludio martins coelho    ",,"atropelamento",,,,,,,,,,,,,,,,,,,
"150050","2015-09-03","00:18","avenida tres barras 0","vila vilas boas","choque",,"9","10",,,,,,,,,"8",,,,,,,
"150051","2015-09-04","13:20","rua waldomira coelho netto    ","loteamento nova serrana","choque",,,,,,,,,,,"10",,,,,,,,"9"
"150052","2015-09-04","16:21","rua kamiei simabuco    ","vila margarida","colisão traseira",,"10",,,,,,,,,,,,,,,,,
"150053","2015-09-10","21:19","avenida ministro jose linhares ","santo amaro","colisão transversal",,,,,,,"10",,,,"9",,,,,,,,
"150054","2015-09-13","04:44","rua quatorze de julho 0","centro","choque",,"9","10",,,,,,,,"8","7",,,,,,,
"150055","2015-09-13","19:10","rua bororos cruzamento das vias","jardim tijuca","atropelamento",,,"10",,,,,,,,"9",,,,,,,,
"150056","2015-09-13","23:00","avenida das bandeiras    ","jardim nhanha","colisão transversal",,,,,,,,,,,,,,,,"10",,,
"150057","2015-09-19","23:14","avenida duque de caxias ","vila popular","choque",,"10",,,,,,,,,"8",,"9",,,,,,
"150058","2015-09-21","22:54","avenida ezequiel ferreira lima    ","guanandi ii","queda",,,,,,,,,,,"10",,,,,,,,
"150059","2015-10-17","01:40","avenida afonso pena    ","centro","colisão transversal",,"9",,,,,,,,"10","8",,,,,,,,
"150060","2015-10-20","19:45","rua antonio alves ","parque residencial rita vieira","colisão frontal",,,,,,,,,,,,,,,,,,,
"150061","2015-10-21","00:10","avenida presidente ernesto geisel    ","centro","colisão transversal",,,,,,,,,,,"9",,,"10",,,,,
"150062","2015-10-24","05:12","avenida gabriel spipe calarge ","parati","colisão frontal",,,,,,,,,,,,"10",,,,,,,
"150063","2015-11-04","08:00","rua prudentopolis em frente ao numero ","panorama","atropelamento",,,"10",,,,,,,,,,"9",,,,,,
"150064","2015-11-10","08:00","avenida duque de caxias ","vila nova campo grande","colisão transversal",,,,,,,,,,,"9",,,,,,"10",,
"150065","2015-11-12","06:47","avenida mato grosso    ","caranda bosque","colisão transversal",,,,,,,,,,,,,,"10",,,,,
"150066","2015-11-13","13:10","avenida presidente ernesto geisel defronte ao parque ayrton senn","guanandi ii","choque",,,"10",,,,,,,,,,,,,,,,
"150067","2015-11-26","02:49","rua rio negro proximo a av. nelly martins","vila margarida","choque",,"10",,"9",,,,,,,,,,,,,,,
"150068","2015-11-26","21:48","avenida manoel da costa lima 0","guanandi","atropelamento",,,,,,,,,,,,,,,,,,,
"150069","2015-07-25","16:33","rua brigadeiro tobias apos a rua italia","vila jacy","atropelamento",,,,,,,,,,,"10",,,,,,,,
"150070","2015-08-14","20:36","avenida tamandare proximo a rua doutou euler de","sao francisco","colisão frontal",,,,,,,,,,,,,,,,,,,"10"
"150071","2015-09-09","22:10","avenida gury marques bifurcacao em t","jardim monumento","atropelamento",,,,,,,,,,,"9",,,,,,,,
"150072","2015-09-23","14:28","avenida guaicurus    ","universitario","colisão transversal",,,,,"9",,,,,,,,,"10",,,,,
"150073","2015-09-26","04:22","rua doutor miguel vieira ferreira apos o numeral ","vila nossa senhora das gracas","choque",,,"10",,,,,,,,,,,,,,,,
"150074","2015-09-28","16:48","rua urubupunga n.","guanandi","atropelamento",,,,,,,,,,,,,,,,,,,
"150075","2015-09-28","20:06","avenida tamandare em frente a ucdb","vila neusa","colisão transversal",,"9",,,,,,,,,,,,,,"10",,,
"150076","2015-09-29","20:40","avenida gury marques ","vila cidade morena","colisão transversal",,"10",,,,,,,,,,,,,,,,,
"150077","2015-10-03","05:01","avenida gury marques defronte ao n. 0 lado opost","jardim santa felicidade","choque",,"9",,,,,,,,,,,,,,,,,"10"
"150078","2015-10-04","12:35","avenida gury marques ","vila cidade morena","colisão traseira",,"10","9",,,,,,,,,,,,,,,,
